"business_id","date","description"
"FA0003216","20141006","Nonfood-contact surfaces clean"
"FA0003216","20141006","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0003216","20141006","Food contact surfaces: clean and sanitized"
"FA0003216","20140214","Time as a public health control procedures & records"
"FA0003216","20140214","Hands clean and properly washed gloves used properly"
"FA0003216","20140214","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0003216","20130813","Nonfood-contact surfaces clean"
"FA0003216","20130813","Plumbing proper backflow devices"
"FA0003216","20130813","Food contact surfaces: clean and sanitized"
"FA0003216","20121220","Floors, walls and ceilings: built, maintained, and"
"FA0003216","20121220","Sewage and wastewater properly disposed"
"FA0003216","20121220","Warewashing facilities: installed, maintained, use"
"FA0003216","20120530","Sewage and wastewater properly disposed"
"FA0003216","20120530","Nonfood-contact surfaces clean"
"FA0003216","20120530","Person in charge present and performs duties"
"FA0003216","20120530","Equipment/Utensils - approved installed clean g"
"FA0003216","20120530","Warewashing facilities: installed, maintained, use"
"FA0003216","20110112","Signs posted last inspection report available"
"FA0003216","20110112","Garbage and refuse properly disposed facilities m"
"FA0003216","20100920","Hands clean and properly washed gloves used prope"
"FA0003216","20100203","Sewage and wastewater properly disposed"
"FA0003216","20100203","Equipment/Utensils - approved installed clean g"
"FA0003216","20090608","Plumbing proper backflow devices"
"FA0003216","20090608","Premises personal/cleaning items vermin-proofing"
"FA0003216","20081007","Permits Available"
"FA0003216","20081007","No rodents, insects, birds, or animals"
"FA0003216","20080207","Equipment/Utensils - approved installed clean g"
"FA0003216","20080207","Floors, walls and ceilings: built, maintained, and"
"FA0003253","20160426","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0003253","20160426","Food separated and protected"
"FA0003253","20160426","Approved thawing methods used, frozen food"
"FA0003253","20150929","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0003253","20150929","Wiping cloths: properly used and stored"
"FA0003253","20150929","Nonfood-contact surfaces clean"
"FA0003253","20150929","Food contact surfaces: clean and sanitized"
"FA0003253","20150929","Proper hot and cold holding temperatures"
"FA0003253","20150224","Nonfood-contact surfaces clean"
"FA0003253","20150224","Food contact surfaces: clean and sanitized"
"FA0003253","20150224","Proper hot and cold holding temperatures"
"FA0003253","20140410","Floors, walls and ceilings: built, maintained, and clean"
"FA0003253","20140409","No rodents, insects, birds, or animals"
"FA0003253","20140409","Floors, walls and ceilings: built, maintained, and clean"
"FA0003253","20131011","Thermometers provided and accurate"
"FA0003253","20131011","Premises personal/cleaning items vermin-proofing"
"FA0003253","20131011","Nonfood-contact surfaces clean"
"FA0003253","20131011","Food contact surfaces: clean and sanitized"
"FA0003253","20131011","Floors, walls and ceilings: built, maintained, and clean"
"FA0003253","20131011","Adequate handwashing facilities supplied & accessible"
"FA0003253","20131011","Proper hot and cold holding temperatures"
"FA0003253","20131011","Food separated and protected"
"FA0003253","20130125","Adequate handwashing facilities supplied & accessi"
"FA0003253","20130125","Premises personal/cleaning items vermin-proofing"
"FA0003253","20130125","Food properly labeled & honestly presented"
"FA0003253","20130125","Food properly labeled & honestly presented"
"FA0003253","20130125","Consumer advisory provided for raw or undercooked"
"FA0003253","20120801","Equipment/Utensils - approved installed clean g"
"FA0003253","20120224","Food storage food storage containers identified"
"FA0003253","20120224","Consumer advisory provided for raw or undercooked"
"FA0003253","20120224","Demonstration of knowledge food manager certifica"
"FA0003253","20111027","Premises personal/cleaning items vermin-proofing"
"FA0003253","20111027","Food storage food storage containers identified"
"FA0003253","20111027","Consumer advisory provided for raw or undercooked"
"FA0003253","20111027","Adequate handwashing facilities supplied & accessi"
"FA0003253","20110616","Hot and cold water available"
"FA0003253","20110110","Floors, walls and ceilings: built, maintained, and"
"FA0003253","20110110","Food storage food storage containers identified"
"FA0003253","20110110","Nonfood-contact surfaces clean"
"FA0003253","20110110","Food contact surfaces: clean and sanitized"
"FA0003253","20110110","Adequate ventilation and lighting designated area"
"FA0003253","20110110","Hot and cold water available"
"FA0003253","20110110","Garbage and refuse properly disposed facilities m"
"FA0003253","20100222","Food separated and protected"
"FA0003253","20100222","Food in good condition, safe and unadulterated"
"FA0003253","20080207","Floors, walls and ceilings: built, maintained, and"
"FA0003253","20080207","Signs posted last inspection report available"
"FA0003253","20080207","Proper hot and cold holding temperatures"
"FA0003253","20080207","Thermometers provided and accurate"
"FA0003253","20080207","Food properly labeled & honestly presented"
"FA0003253","20080207","Food separated and protected"
"FA0003253","20080207","Food in good condition, safe and unadulterated"
"FA0003255","20151203","Premises personal/cleaning items vermin-proofing"
"FA0003255","20151203","Plumbing proper backflow devices"
"FA0003255","20151203","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0003255","20151203","Floors, walls and ceilings: built, maintained, and clean"
"FA0003255","20151203","Nonfood-contact surfaces clean"
"FA0003255","20150604","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0003255","20150604","Nonfood-contact surfaces clean"
"FA0003255","20141118","Plumbing proper backflow devices"
"FA0003255","20141118","Floors, walls and ceilings: built, maintained, and clean"
"FA0003255","20141118","Nonfood-contact surfaces clean"
"FA0003255","20141118","Toxic substances properly identified, stored, used"
"FA0003255","20140429","Floors, walls and ceilings: built, maintained, and clean"
"FA0003255","20131125","Wiping cloths: properly used and stored"
"FA0003255","20131125","Nonfood-contact surfaces clean"
"FA0003255","20130220","Food separated and protected"
"FA0003255","20130220","Adequate handwashing facilities supplied & accessi"
"FA0003255","20130125","Demonstration of knowledge food manager certifica"
"FA0003255","20101122","Wiping cloths: properly used and stored"
"FA0003255","20101122","Proper hot and cold holding temperatures"
"FA0003255","20100616","Warewashing facilities: installed, maintained, use"
"FA0003255","20100616","Proper hot and cold holding temperatures"
"FA0003255","20100616","Plumbing proper backflow devices"
"FA0003255","20091019","Demonstration of knowledge food manager certifica"
"FA0003255","20091019","Signs posted last inspection report available"
"FA0003255","20080403","Food contact surfaces: clean and sanitized"
"FA0003255","20080403","Proper hot and cold holding temperatures"
"FA0003255","20080403","Permits Available"
"FA0003255","20080403","Demonstration of knowledge food manager certifica"
"FA0003255","20080403","Toxic substances properly identified, stored, used"
"FA0003255","20080403","Signs posted last inspection report available"
"FA0003255","20071210","Food separated and protected"
"FA0003279","20151209","Proper hot and cold holding temperatures"
"FA0003279","20150319","Adequate ventilation and lighting designated area, use"
"FA0003279","20140910","Proper reheating procedures for hot holding"
"FA0003279","20131203","Sewage and wastewater properly disposed"
"FA0003279","20121116","Food separated and protected"
"FA0003279","20121116","Proper hot and cold holding temperatures"
"FA0003279","20121116","Warewashing facilities: installed, maintained, use"
"FA0003279","20110202","Proper hot and cold holding temperatures"
"FA0003279","20110202","Food storage food storage containers identified"
"FA0003279","20110202","Premises personal/cleaning items vermin-proofing"
"FA0003279","20101011","No rodents, insects, birds, or animals"
"FA0003279","20101011","Food storage food storage containers identified"
"FA0003279","20100205","Toxic substances properly identified, stored, used"
"FA0003279","20100205","Hot and cold water available"
"FA0003279","20100205","Garbage and refuse properly disposed facilities m"
"FA0003279","20090305","Equipment/Utensils - approved installed clean g"
"FA0003279","20090305","Proper hot and cold holding temperatures"
"FA0003279","20090305","Signs posted last inspection report available"
"FA0003279","20090305","Warewashing facilities: installed, maintained, use"
"FA0003279","20090305","Toilet facilities: properly constructed, supplied,"
"FA0003279","20090305","Adequate handwashing facilities supplied & accessi"
"FA0003279","20090305","Hot and cold water available"
"FA0003293","20150617","Floors, walls and ceilings: built, maintained, and clean"
"FA0003293","20080313","Signs posted last inspection report available"
"FA0003293","20071207","Signs posted last inspection report available"
"FA0003293","20071207","Floors, walls and ceilings: built, maintained, and"
"FA0003294","20151123","Nonfood-contact surfaces clean"
"FA0003294","20151123","Food contact surfaces: clean and sanitized"
"FA0003294","20151123","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0003294","20151123","Proper hot and cold holding temperatures"
"FA0003294","20150126","Floors, walls and ceilings: built, maintained, and clean"
"FA0003294","20121012","Floors, walls and ceilings: built, maintained, and"
"FA0003294","20100917","Toilet facilities: properly constructed, supplied,"
"FA0003294","20100917","Toxic substances properly identified, stored, used"
"FA0003294","20100917","Warewashing facilities: installed, maintained, use"
"FA0003294","20100917","Food contact surfaces: clean and sanitized"
"FA0003294","20100917","Washing fruits and vegetables"
"FA0003294","20100917","Adequate handwashing facilities supplied & accessi"
"FA0003294","20100917","Proper eating, tasting, drinking or tobacco use"
"FA0003294","20080624","Adequate ventilation and lighting designated area"
"FA0003294","20080624","Food storage food storage containers identified"
"FA0003294","20080624","Hot and cold water available"
"FA0003316","20160329","No rodents, insects, birds, or animals"
"FA0003316","20160329","Food in good condition, safe and unadulterated"
"FA0003316","20160329","Hands clean and properly washed gloves used properly"
"FA0003316","20160329","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0003316","20160329","Premises personal/cleaning items vermin-proofing"
"FA0003316","20160329","Nonfood-contact surfaces clean"
"FA0003316","20160329","Floors, walls and ceilings: built, maintained, and clean"
"FA0003316","20160329","Food storage food storage containers identified"
"FA0003316","20150812","Compliance with variance, specialized process, & HACCP Plan"
"FA0003316","20150812","Compliance with shell stock tags, condition, display"
"FA0003316","20150812","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0003316","20150812","Floors, walls and ceilings: built, maintained, and clean"
"FA0003316","20150812","Food contact surfaces: clean and sanitized"
"FA0003316","20150812","Proper hot and cold holding temperatures"
"FA0003316","20150812","Approved thawing methods used, frozen food"
"FA0003316","20150812","Thermometers provided and accurate"
"FA0003316","20150812","Premises personal/cleaning items vermin-proofing"
"FA0003316","20150204","Floors, walls and ceilings: built, maintained, and clean"
"FA0003316","20150204","Equipment, utensils and linens: storage and use"
"FA0003316","20150204","Nonfood-contact surfaces clean"
"FA0003316","20150204","Food storage food storage containers identified"
"FA0003316","20150204","Demonstration of knowledge food manager certification"
"FA0003316","20150204","Toxic substances properly identified, stored, used"
"FA0003316","20140409","Permits Available"
"FA0003316","20140408","Food storage food storage containers identified"
"FA0003316","20140408","Equipment, utensils and linens: storage and use"
"FA0003316","20140407","No rodents, insects, birds, or animals"
"FA0003316","20140403","No rodents, insects, birds, or animals"
"FA0003316","20140401","No rodents, insects, birds, or animals"
"FA0003316","20140401","Floors, walls and ceilings: built, maintained, and clean"
"FA0003316","20140401","Floors, walls and ceilings: built, maintained, and clean"
"FA0003316","20140401","Equipment, utensils and linens: storage and use"
"FA0003316","20140401","Premises personal/cleaning items vermin-proofing"
"FA0003316","20140401","Adequate ventilation and lighting designated area, use"
"FA0003316","20140401","Food storage food storage containers identified"
"FA0003316","20140401","Thermometers provided and accurate"
"FA0003316","20140401","Proper eating, tasting, drinking or tobacco use"
"FA0003316","20140401","Demonstration of knowledge food manager certification"
"FA0003316","20131216","Floors, walls and ceilings: built, maintained, and clean"
"FA0003316","20131202","Floors, walls and ceilings: built, maintained, and clean"
"FA0003316","20131202","Premises personal/cleaning items vermin-proofing"
"FA0003316","20131104","Premises personal/cleaning items vermin-proofing"
"FA0003316","20131104","Adequate handwashing facilities supplied & accessible"
"FA0003316","20131104","Plumbing proper backflow devices"
"FA0003316","20131104","Demonstration of knowledge food manager certification"
"FA0003316","20131104","Proper hot and cold holding temperatures"
"FA0003316","20131104","Personal cleanliness and hair restraints"
"FA0003316","20131104","Equipment, utensils and linens: storage and use"
"FA0003316","20131104","Thermometers provided and accurate"
"FA0003316","20131104","Floors, walls and ceilings: built, maintained, and clean"
"FA0003316","20131104","Floors, walls and ceilings: built, maintained, and clean"
"FA0003316","20131104","No rodents, insects, birds, or animals"
"FA0003316","20131104","Food separated and protected"
"FA0003316","20130322","Food storage food storage containers identified"
"FA0003316","20130322","Thermometers provided and accurate"
"FA0003316","20130322","Compliance with variance, specialized process, & H"
"FA0003316","20130322","Equipment, utensils and linens: storage and use"
"FA0003316","20130211","Thermometers provided and accurate"
"FA0003316","20130211","Food storage food storage containers identified"
"FA0003316","20130211","Compliance with variance, specialized process, & H"
"FA0003316","20130211","Food separated and protected"
"FA0003316","20130211","Equipment, utensils and linens: storage and use"
"FA0003316","20130211","Proper hot and cold holding temperatures"
"FA0003316","20130211","Demonstration of knowledge food manager certifica"
"FA0003316","20130211","Toxic substances properly identified, stored, used"
"FA0003316","20130211","Adequate handwashing facilities supplied & accessi"
"FA0003316","20120802","Food separated and protected"
"FA0003316","20120802","Food storage food storage containers identified"
"FA0003316","20120802","Thermometers provided and accurate"
"FA0003316","20120802","Demonstration of knowledge food manager certifica"
"FA0003316","20120723","Food separated and protected"
"FA0003316","20120723","Wiping cloths: properly used and stored"
"FA0003316","20120723","Floors, walls and ceilings: built, maintained, and"
"FA0003316","20120723","Premises personal/cleaning items vermin-proofing"
"FA0003316","20120227","Approved thawing methods used, frozen food"
"FA0003316","20120227","Food separated and protected"
"FA0003316","20120106","Adequate ventilation and lighting designated area"
"FA0003316","20120106","Toxic substances properly identified, stored, used"
"FA0003316","20120106","Garbage and refuse properly disposed facilities m"
"FA0003316","20120106","Premises personal/cleaning items vermin-proofing"
"FA0003316","20120106","Proper cooling methods"
"FA0003316","20120106","Demonstration of knowledge food manager certifica"
"FA0003316","20120106","Sewage and wastewater properly disposed"
"FA0003316","20120106","Equipment, utensils and linens: storage and use"
"FA0003316","20120106","Food storage food storage containers identified"
"FA0003316","20120106","Wiping cloths: properly used and stored"
"FA0003316","20120106","Food separated and protected"
"FA0003316","20120106","Proper hot and cold holding temperatures"
"FA0003316","20120106","Food contact surfaces: clean and sanitized"
"FA0003316","20120106","Hands clean and properly washed gloves used prope"
"FA0003316","20110921","Garbage and refuse properly disposed facilities m"
"FA0003316","20110921","Hands clean and properly washed gloves used prope"
"FA0003316","20110921","Adequate handwashing facilities supplied & accessi"
"FA0003316","20110921","No rodents, insects, birds, or animals"
"FA0003316","20110921","Proper cooling methods"
"FA0003316","20110921","Premises personal/cleaning items vermin-proofing"
"FA0003316","20110921","Equipment/Utensils - approved installed clean g"
"FA0003316","20110921","Food separated and protected"
"FA0003316","20110921","Compliance with variance, specialized process, & H"
"FA0003316","20110921","Proper eating, tasting, drinking or tobacco use"
"FA0003316","20110921","Wiping cloths: properly used and stored"
"FA0003316","20110921","Toilet facilities: properly constructed, supplied,"
"FA0003316","20110727","Food separated and protected"
"FA0003316","20101119","Approved thawing methods used, frozen food"
"FA0003316","20101119","Hands clean and properly washed gloves used prope"
"FA0003316","20101119","Proper hot and cold holding temperatures"
"FA0003316","20101119","Adequate handwashing facilities supplied & accessi"
"FA0003316","20101119","Wiping cloths: properly used and stored"
"FA0003316","20101119","Demonstration of knowledge food manager certifica"
"FA0003316","20101119","Floors, walls and ceilings: built, maintained, and"
"FA0003316","20101119","Nonfood-contact surfaces clean"
"FA0003316","20101119","Food storage food storage containers identified"
"FA0003316","20101119","Equipment, utensils and linens: storage and use"
"FA0003316","20101119","Compliance with variance, specialized process, & H"
"FA0003316","20101119","Food separated and protected"
"FA0003316","20100305","Time as a public health control procedures & reco"
"FA0003316","20100305","Food contact surfaces: clean and sanitized"
"FA0003316","20100305","Wiping cloths: properly used and stored"
"FA0003316","20100305","Compliance with variance, specialized process, & H"
"FA0003316","20100305","Food storage food storage containers identified"
"FA0003316","20100305","Food storage food storage containers identified"
"FA0003316","20100305","Proper eating, tasting, drinking or tobacco use"
"FA0003316","20100305","Food in good condition, safe and unadulterated"
"FA0003316","20100202","Approved thawing methods used, frozen food"
"FA0003316","20100202","Equipment/Utensils - approved installed clean g"
"FA0003316","20100202","Premises personal/cleaning items vermin-proofing"
"FA0003316","20100202","Food storage food storage containers identified"
"FA0003316","20100202","Food separated and protected"
"FA0003316","20080929","Signs posted last inspection report available"
"FA0003316","20080929","Proper hot and cold holding temperatures"
"FA0003316","20080929","Compliance with variance, specialized process, & H"
"FA0003316","20080929","Floors, walls and ceilings: built, maintained, and"
"FA0003316","20080929","Warewashing facilities: installed, maintained, use"
"FA0003316","20080929","Nonfood-contact surfaces clean"
"FA0003316","20080929","Hands clean and properly washed gloves used prope"
"FA0003316","20080929","Adequate handwashing facilities supplied & accessi"
"FA0003319","20160208","Demonstration of knowledge food manager certification"
"FA0003319","20160208","Nonfood-contact surfaces clean"
"FA0003319","20160208","Hands clean and properly washed gloves used properly"
"FA0003319","20160208","Approved thawing methods used, frozen food"
"FA0003319","20160208","Food in good condition, safe and unadulterated"
"FA0003319","20160208","Proper hot and cold holding temperatures"
"FA0003319","20160208","Premises personal/cleaning items vermin-proofing"
"FA0003319","20160208","Signs posted last inspection report available"
"FA0003319","20160208","Warewashing facilities: installed, maintained, used; test strips"
"FA0003319","20160208","Plumbing proper backflow devices"
"FA0003319","20160208","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0003319","20160208","Food contact surfaces: clean and sanitized"
"FA0003319","20150325","Food contact surfaces: clean and sanitized"
"FA0003319","20150325","Hands clean and properly washed gloves used properly"
"FA0003319","20150325","Food separated and protected"
"FA0003319","20150325","Demonstration of knowledge food manager certification"
"FA0003319","20150325","Warewashing facilities: installed, maintained, used; test strips"
"FA0003319","20150325","Approved thawing methods used, frozen food"
"FA0003319","20150325","Adequate handwashing facilities supplied & accessible"
"FA0003319","20150325","Nonfood-contact surfaces clean"
"FA0003319","20121214","Premises personal/cleaning items vermin-proofing"
"FA0003319","20121214","Proper hot and cold holding temperatures"
"FA0003319","20121214","Nonfood-contact surfaces clean"
"FA0003319","20121214","Demonstration of knowledge food manager certifica"
"FA0003319","20120416","Equipment/Utensils - approved installed clean g"
"FA0003319","20120416","Premises personal/cleaning items vermin-proofing"
"FA0003319","20120416","Proper hot and cold holding temperatures"
"FA0003319","20120416","Plumbing proper backflow devices"
"FA0003319","20111214","Food separated and protected"
"FA0003319","20111214","Proper cooling methods"
"FA0003319","20110311","Sewage and wastewater properly disposed"
"FA0003319","20110311","No rodents, insects, birds, or animals"
"FA0003319","20110311","Toxic substances properly identified, stored, used"
"FA0003319","20110311","Demonstration of knowledge food manager certifica"
"FA0003319","20110311","Food separated and protected"
"FA0003319","20101020","Floors, walls and ceilings: built, maintained, and"
"FA0003319","20101020","Proper hot and cold holding temperatures"
"FA0003319","20101020","Proper eating, tasting, drinking or tobacco use"
"FA0003319","20101020","Food separated and protected"
"FA0003319","20100317","Proper hot and cold holding temperatures"
"FA0003319","20100317","Adequate ventilation and lighting designated area"
"FA0003319","20100317","Food storage food storage containers identified"
"FA0003319","20100317","Hot and cold water available"
"FA0003319","20100317","Food separated and protected"
"FA0003319","20090305","Equipment/Utensils - approved installed clean g"
"FA0003319","20090305","Proper hot and cold holding temperatures"
"FA0003319","20090305","Food storage food storage containers identified"
"FA0003319","20090305","Adequate ventilation and lighting designated area"
"FA0003319","20080429","Proper hot and cold holding temperatures"
"FA0003319","20080429","Proper cooling methods"
"FA0003319","20080429","Signs posted last inspection report available"
"FA0003319","20080226","Floors, walls and ceilings: built, maintained, and"
"FA0003319","20080226","Signs posted last inspection report available"
"FA0003319","20080226","Adequate handwashing facilities supplied & accessi"
"FA0003319","20071012","Proper hot and cold holding temperatures"
"FA0003319","20071012","Signs posted last inspection report available"
"FA0003319","20071012","Adequate handwashing facilities supplied & accessi"
"FA0003366","20150304","Food contact surfaces: clean and sanitized"
"FA0003366","20140908","Plumbing proper backflow devices"
"FA0003366","20140908","Signs posted last inspection report available"
"FA0003366","20110107","Thermometers provided and accurate"
"FA0003366","20110107","Food contact surfaces: clean and sanitized"
"FA0003366","20110107","Warewashing facilities: installed, maintained, use"
"FA0003366","20110107","Signs posted last inspection report available"
"FA0003366","20110107","Demonstration of knowledge food manager certifica"
"FA0003366","20110107","Equipment/Utensils - approved installed clean g"
"FA0003367","20160331","Equipment, utensils and linens: storage and use"
"FA0003367","20160331","Floors, walls and ceilings: built, maintained, and clean"
"FA0003367","20160331","Thermometers provided and accurate"
"FA0003367","20160331","Nonfood-contact surfaces clean"
"FA0003367","20150923","Adequate ventilation and lighting designated area, use"
"FA0003367","20150923","Equipment, utensils and linens: storage and use"
"FA0003367","20150923","Proper cooling methods"
"FA0003367","20150923","Food contact surfaces: clean and sanitized"
"FA0003367","20150923","Food in good condition, safe and unadulterated"
"FA0003367","20141105","Demonstration of knowledge food manager certification"
"FA0003367","20141105","Food separated and protected"
"FA0003367","20141105","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0003367","20141105","Floors, walls and ceilings: built, maintained, and clean"
"FA0003367","20141105","Food contact surfaces: clean and sanitized"
"FA0003367","20131216","Premises personal/cleaning items vermin-proofing"
"FA0003367","20131216","Signs posted last inspection report available"
"FA0003367","20131216","Sewage and wastewater properly disposed"
"FA0003367","20131216","Food storage food storage containers identified"
"FA0003367","20131216","Equipment, utensils and linens: storage and use"
"FA0003367","20131216","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0003367","20131216","Warewashing facilities: installed, maintained, used; test strips"
"FA0003367","20131216","Food separated and protected"
"FA0003367","20130517","Floors, walls and ceilings: built, maintained, and"
"FA0003367","20130517","Equipment/Utensils - approved installed clean g"
"FA0003367","20130517","Equipment, utensils and linens: storage and use"
"FA0003367","20130517","Premises personal/cleaning items vermin-proofing"
"FA0003367","20130517","Nonfood-contact surfaces clean"
"FA0003367","20120202","Equipment/Utensils - approved installed clean g"
"FA0003367","20120202","Demonstration of knowledge food manager certifica"
"FA0003367","20111129","Floors, walls and ceilings: built, maintained, and"
"FA0003367","20111129","Food storage food storage containers identified"
"FA0003367","20110331","Proper cooling methods"
"FA0003367","20110324","Proper cooling methods"
"FA0003367","20101018","No rodents, insects, birds, or animals"
"FA0003367","20101018","Food separated and protected"
"FA0003367","20101018","Adequate ventilation and lighting designated area"
"FA0003367","20101018","Proper eating, tasting, drinking or tobacco use"
"FA0003367","20101018","Proper hot and cold holding temperatures"
"FA0003367","20101018","Adequate handwashing facilities supplied & accessi"
"FA0003367","20101018","Warewashing facilities: installed, maintained, use"
"FA0003367","20101018","Food storage food storage containers identified"
"FA0003367","20101018","Thermometers provided and accurate"
"FA0003367","20101018","Equipment/Utensils - approved installed clean g"
"FA0003367","20101018","Garbage and refuse properly disposed facilities m"
"FA0003367","20080715","Food separated and protected"
"FA0003367","20080715","Adequate ventilation and lighting designated area"
"FA0003427","20091214","Demonstration of knowledge food manager certifica"
"FA0003427","20091214","Floors, walls and ceilings: built, maintained, and"
"FA0003427","20091214","Hot and cold water available"
"FA0003427","20080423","Adequate ventilation and lighting designated area"
"FA0003427","20080423","Warewashing facilities: installed, maintained, use"
"FA0003427","20080423","Hot and cold water available"
"FA0003427","20071116","Food storage food storage containers identified"
"FA0003427","20071116","Warewashing facilities: installed, maintained, use"
"FA0003459","20150130","Demonstration of knowledge food manager certification"
"FA0003459","20150130","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0003459","20150130","Food contact surfaces: clean and sanitized"
"FA0003459","20150130","Proper hot and cold holding temperatures"
"FA0003459","20140709","Permits Available"
"FA0003459","20140709","Food separated and protected"
"FA0003459","20140709","Demonstration of knowledge food manager certification"
"FA0003459","20120217","Toilet facilities: properly constructed, supplied,"
"FA0003459","20120217","Demonstration of knowledge food manager certifica"
"FA0003459","20120217","Warewashing facilities: installed, maintained, use"
"FA0003504","20150814","Wiping cloths: properly used and stored"
"FA0003504","20150814","Floors, walls and ceilings: built, maintained, and clean"
"FA0003504","20150210","Plumbing proper backflow devices"
"FA0003504","20150210","Food contact surfaces: clean and sanitized"
"FA0003504","20130227","Food separated and protected"
"FA0003504","20130227","Food storage food storage containers identified"
"FA0003504","20130227","Wiping cloths: properly used and stored"
"FA0003504","20110214","Floors, walls and ceilings: built, maintained, and"
"FA0003504","20110214","Warewashing facilities: installed, maintained, use"
"FA0003504","20110214","Washing fruits and vegetables"
"FA0003504","20110214","Demonstration of knowledge food manager certifica"
"FA0003504","20100922","Permits Available"
"FA0003504","20091214","Wiping cloths: properly used and stored"
"FA0003504","20080125","Wiping cloths: properly used and stored"
"FA0003510","20151116","Hot and cold water available"
"FA0003510","20140915","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0003510","20140915","Nonfood-contact surfaces clean"
"FA0003510","20130709","Signs posted last inspection report available"
"FA0003510","20130709","Sewage and wastewater properly disposed"
"FA0003510","20130709","Floors, walls and ceilings: built, maintained, and clean"
"FA0003510","20130709","Person in charge present and performs duties"
"FA0003510","20130709","Nonfood-contact surfaces clean"
"FA0003510","20130709","Demonstration of knowledge food manager certification"
"FA0003510","20130709","Hands clean and properly washed gloves used properly"
"FA0003510","20120417","Floors, walls and ceilings: built, maintained, and"
"FA0003510","20120417","Nonfood-contact surfaces clean"
"FA0003510","20120417","Signs posted last inspection report available"
"FA0003510","20111010","Garbage and refuse properly disposed facilities m"
"FA0003510","20111010","Floors, walls and ceilings: built, maintained, and"
"FA0003510","20111010","Hot and cold water available"
"FA0003510","20090109","Plumbing proper backflow devices"
"FA0003510","20080219","Adequate ventilation and lighting designated area"
"FA0003533","20151222","Warewashing facilities: installed, maintained, used; test strips"
"FA0003533","20151222","Food contact surfaces: clean and sanitized"
"FA0003533","20151222","Thermometers provided and accurate"
"FA0003533","20151222","Nonfood-contact surfaces clean"
"FA0003533","20151222","Proper hot and cold holding temperatures"
"FA0003533","20150422","Food contact surfaces: clean and sanitized"
"FA0003533","20150422","No rodents, insects, birds, or animals"
"FA0003533","20150422","Premises personal/cleaning items vermin-proofing"
"FA0003533","20150422","Sewage and wastewater properly disposed"
"FA0003533","20150422","Nonfood-contact surfaces clean"
"FA0003533","20150422","Floors, walls and ceilings: built, maintained, and clean"
"FA0003533","20150422","Demonstration of knowledge food manager certification"
"FA0003533","20140930","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0003533","20140930","Hot and cold water available"
"FA0003533","20140930","Premises personal/cleaning items vermin-proofing"
"FA0003533","20140930","Demonstration of knowledge food manager certification"
"FA0003533","20140930","Thermometers provided and accurate"
"FA0003533","20140108","Proper hot and cold holding temperatures"
"FA0003533","20140108","Thermometers provided and accurate"
"FA0003533","20130627","Proper hot and cold holding temperatures"
"FA0003533","20111214","Thermometers provided and accurate"
"FA0003533","20111214","Equipment, utensils and linens: storage and use"
"FA0003533","20100119","Food separated and protected"
"FA0003533","20080731","Food in good condition, safe and unadulterated"
"FA0003533","20080731","Warewashing facilities: installed, maintained, use"
"FA0003533","20071221","Nonfood-contact surfaces clean"
"FA0003533","20071221","Thermometers provided and accurate"
"FA0003533","20071221","Adequate handwashing facilities supplied & accessi"
"FA0003541","20160225","Nonfood-contact surfaces clean"
"FA0003541","20160225","Demonstration of knowledge food manager certification"
"FA0003541","20160225","Food contact surfaces: clean and sanitized"
"FA0003541","20160225","Proper hot and cold holding temperatures"
"FA0003541","20150827","Wiping cloths: properly used and stored"
"FA0003541","20150827","Warewashing facilities: installed, maintained, used; test strips"
"FA0003541","20150506","Proper hot and cold holding temperatures"
"FA0003541","20150506","Warewashing facilities: installed, maintained, used; test strips"
"FA0003541","20141021","Proper hot and cold holding temperatures"
"FA0003541","20141021","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0003541","20141021","Warewashing facilities: installed, maintained, used; test strips"
"FA0003541","20121101","Food contact surfaces: clean and sanitized"
"FA0003541","20100325","Hot and cold water available"
"FA0003541","20090304","Signs posted last inspection report available"
"FA0003541","20080208","Toilet facilities: properly constructed, supplied,"
"FA0003541","20080208","Food contact surfaces: clean and sanitized"
"FA0003544","20151222","Proper hot and cold holding temperatures"
"FA0003544","20151222","Demonstration of knowledge food manager certification"
"FA0003544","20151222","Adequate handwashing facilities supplied & accessible"
"FA0003544","20151222","Food contact surfaces: clean and sanitized"
"FA0003544","20151222","Food storage food storage containers identified"
"FA0003544","20151222","Food in good condition, safe and unadulterated"
"FA0003544","20151222","Warewashing facilities: installed, maintained, used; test strips"
"FA0003544","20151222","Food obtained from approved source"
"FA0003544","20151222","Nonfood-contact surfaces clean"
